,Seed,team1,team2,team1_win,Season,win_loss_pct_x,srs_x,pace_x,off_rtg_x,fta_per_fga_pct_x,fg3a_per_fga_pct_x,ts_pct_x,trb_pct_x,ast_pct_x,stl_pct_x,blk_pct_x,efg_pct_x,tov_pct_x,orb_pct_x,ft_rate_x,win_loss_pct_y,srs_y,pace_y,off_rtg_y,fta_per_fga_pct_y,fg3a_per_fga_pct_y,ts_pct_y,trb_pct_y,ast_pct_y,stl_pct_y,blk_pct_y,efg_pct_y,tov_pct_y,orb_pct_y,ft_rate_y
1018,7,Michigan State,Georgia,1,2015,0.692,17.46,63.0,109.7,0.327,0.35,0.55,53.9,63.7,8.0,12.6,0.532,14.9,33.4,0.207,0.467,-4.85,65.4,100.1,0.377,0.399,0.532,49.4,58.9,8.0,6.9,0.489,17.2,26.9,0.277
1019,10,Georgia,Michigan State,0,2015,0.467,-4.85,65.4,100.1,0.377,0.399,0.532,49.4,58.9,8.0,6.9,0.489,17.2,26.9,0.277,0.692,17.46,63.0,109.7,0.327,0.35,0.55,53.9,63.7,8.0,12.6,0.532,14.9,33.4,0.207
1020,2,Virginia,Belmont,1,2015,,,,,,,,,,,,,,,,0.618,11.39,67.0,107.9,0.361,0.331,0.527,51.8,53.1,9.8,11.3,0.478,13.9,34.8,0.279
1021,15,Belmont,Virginia,0,2015,0.618,11.39,67.0,107.9,0.361,0.331,0.527,51.8,53.1,9.8,11.3,0.478,13.9,34.8,0.279,,,,,,,,,,,,,,,
1022,8,NC State,Villanova,1,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,1,Villanova,NC State,0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,4,Louisville,Northern Iowa,1,2015,0.771,7.68,61.1,105.6,0.306,0.329,0.513,53.9,56.5,10.3,11.2,0.486,14.5,36.0,0.204,0.571,-3.02,66.7,102.6,0.355,0.306,0.536,47.9,50.1,12.8,8.1,0.501,17.2,31.0,0.252
1025,5,Northern Iowa,Louisville,0,2015,0.571,-3.02,66.7,102.6,0.355,0.306,0.536,47.9,50.1,12.8,8.1,0.501,17.2,31.0,0.252,0.771,7.68,61.1,105.6,0.306,0.329,0.513,53.9,56.5,10.3,11.2,0.486,14.5,36.0,0.204
1026,3,Oklahoma,Dayton,1,2015,0.75,18.12,65.5,104.5,0.387,0.314,0.512,51.8,47.7,11.9,14.4,0.477,14.4,34.7,0.258,,,,,,,,,,,,,,,
1027,11,Dayton,Oklahoma,0,2015,,,,,,,,,,,,,,,,0.75,18.12,65.5,104.5,0.387,0.314,0.512,51.8,47.7,11.9,14.4,0.477,14.4,34.7,0.258
1028,7,Michigan State,Virginia,1,2015,0.692,17.46,63.0,109.7,0.327,0.35,0.55,53.9,63.7,8.0,12.6,0.532,14.9,33.4,0.207,,,,,,,,,,,,,,,
1029,2,Virginia,Michigan State,0,2015,,,,,,,,,,,,,,,,0.692,17.46,63.0,109.7,0.327,0.35,0.55,53.9,63.7,8.0,12.6,0.532,14.9,33.4,0.207
1030,4,Louisville,NC State,1,2015,0.771,7.68,61.1,105.6,0.306,0.329,0.513,53.9,56.5,10.3,11.2,0.486,14.5,36.0,0.204,,,,,,,,,,,,,,,
1031,8,NC State,Louisville,0,2015,,,,,,,,,,,,,,,,0.771,7.68,61.1,105.6,0.306,0.329,0.513,53.9,56.5,10.3,11.2,0.486,14.5,36.0,0.204
1032,7,Michigan State,Oklahoma,1,2015,0.692,17.46,63.0,109.7,0.327,0.35,0.55,53.9,63.7,8.0,12.6,0.532,14.9,33.4,0.207,0.75,18.12,65.5,104.5,0.387,0.314,0.512,51.8,47.7,11.9,14.4,0.477,14.4,34.7,0.258
1033,3,Oklahoma,Michigan State,0,2015,0.75,18.12,65.5,104.5,0.387,0.314,0.512,51.8,47.7,11.9,14.4,0.477,14.4,34.7,0.258,0.692,17.46,63.0,109.7,0.327,0.35,0.55,53.9,63.7,8.0,12.6,0.532,14.9,33.4,0.207
1034,7,Michigan State,Louisville,1,2015,0.692,17.46,63.0,109.7,0.327,0.35,0.55,53.9,63.7,8.0,12.6,0.532,14.9,33.4,0.207,0.771,7.68,61.1,105.6,0.306,0.329,0.513,53.9,56.5,10.3,11.2,0.486,14.5,36.0,0.204
1035,4,Louisville,Michigan State,0,2015,0.771,7.68,61.1,105.6,0.306,0.329,0.513,53.9,56.5,10.3,11.2,0.486,14.5,36.0,0.204,0.692,17.46,63.0,109.7,0.327,0.35,0.55,53.9,63.7,8.0,12.6,0.532,14.9,33.4,0.207
1036,1,Kentucky,Hampton,1,2015,0.974,28.72,63.7,115.5,0.439,0.271,0.558,54.9,55.0,10.1,18.2,0.515,13.6,39.5,0.319,0.467,-6.23,63.6,102.0,0.346,0.339,0.518,48.7,48.3,11.7,14.1,0.479,14.6,29.8,0.247
1037,16,Hampton,Kentucky,0,2015,0.467,-6.23,63.6,102.0,0.346,0.339,0.518,48.7,48.3,11.7,14.1,0.479,14.6,29.8,0.247,0.974,28.72,63.7,115.5,0.439,0.271,0.558,54.9,55.0,10.1,18.2,0.515,13.6,39.5,0.319
1038,8,Cincinnati,Purdue,1,2015,0.321,-8.32,63.2,95.0,0.359,0.325,0.523,50.4,54.9,8.6,7.4,0.491,20.6,29.6,0.242,0.618,12.93,65.0,106.4,0.417,0.324,0.539,53.5,61.1,8.3,13.6,0.502,16.8,36.5,0.285
1039,9,Purdue,Cincinnati,0,2015,0.618,12.93,65.0,106.4,0.417,0.324,0.539,53.5,61.1,8.3,13.6,0.502,16.8,36.5,0.285,0.321,-8.32,63.2,95.0,0.359,0.325,0.523,50.4,54.9,8.6,7.4,0.491,20.6,29.6,0.242
1040,5,West Virginia,Buffalo,1,2015,,,,,,,,,,,,,,,,0.559,-3.66,64.1,105.8,0.397,0.331,0.538,51.6,55.8,6.3,7.3,0.501,14.8,29.9,0.277
1041,12,Buffalo,West Virginia,0,2015,0.559,-3.66,64.1,105.8,0.397,0.331,0.538,51.6,55.8,6.3,7.3,0.501,14.8,29.9,0.277,,,,,,,,,,,,,,,
1042,4,Maryland,Valparaiso,1,2015,0.8,13.32,64.7,106.1,0.445,0.387,0.562,51.1,48.1,7.4,11.9,0.512,16.7,28.9,0.336,0.448,-0.57,59.3,101.0,0.318,0.335,0.479,51.0,47.6,9.1,8.9,0.442,12.2,32.6,0.218
1043,13,Valparaiso,Maryland,0,2015,0.448,-0.57,59.3,101.0,0.318,0.335,0.479,51.0,47.6,9.1,8.9,0.442,12.2,32.6,0.218,0.8,13.32,64.7,106.1,0.445,0.387,0.562,51.1,48.1,7.4,11.9,0.512,16.7,28.9,0.336
1044,6,Butler,Texas,1,2015,0.533,-4.8,68.8,105.8,0.386,0.446,0.543,49.3,52.9,11.3,9.1,0.504,15.8,30.8,0.279,0.588,16.16,62.9,105.9,0.365,0.341,0.531,56.0,55.5,5.9,20.0,0.491,16.8,37.9,0.265
1045,11,Texas,Butler,0,2015,0.588,16.16,62.9,105.9,0.365,0.341,0.531,56.0,55.5,5.9,20.0,0.491,16.8,37.9,0.265,0.533,-4.8,68.8,105.8,0.386,0.446,0.543,49.3,52.9,11.3,9.1,0.504,15.8,30.8,0.279
1046,3,Notre Dame,Northeastern,1,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,14,Northeastern,Notre Dame,0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,7,Wichita State,Indiana,1,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,10,Indiana,Wichita State,0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,2,Kansas,New Mexico State,1,2015,0.75,18.47,66.7,106.3,0.426,0.284,0.539,52.6,54.7,9.8,12.3,0.494,16.3,34.9,0.309,,,,,,,,,,,,,,,
1051,15,New Mexico State,Kansas,0,2015,,,,,,,,,,,,,,,,0.75,18.47,66.7,106.3,0.426,0.284,0.539,52.6,54.7,9.8,12.3,0.494,16.3,34.9,0.309
1052,1,Kentucky,Cincinnati,1,2015,0.974,28.72,63.7,115.5,0.439,0.271,0.558,54.9,55.0,10.1,18.2,0.515,13.6,39.5,0.319,0.321,-8.32,63.2,95.0,0.359,0.325,0.523,50.4,54.9,8.6,7.4,0.491,20.6,29.6,0.242
1053,8,Cincinnati,Kentucky,0,2015,0.321,-8.32,63.2,95.0,0.359,0.325,0.523,50.4,54.9,8.6,7.4,0.491,20.6,29.6,0.242,0.974,28.72,63.7,115.5,0.439,0.271,0.558,54.9,55.0,10.1,18.2,0.515,13.6,39.5,0.319
1054,5,West Virginia,Maryland,1,2015,,,,,,,,,,,,,,,,0.8,13.32,64.7,106.1,0.445,0.387,0.562,51.1,48.1,7.4,11.9,0.512,16.7,28.9,0.336
1055,4,Maryland,West Virginia,0,2015,0.8,13.32,64.7,106.1,0.445,0.387,0.562,51.1,48.1,7.4,11.9,0.512,16.7,28.9,0.336,,,,,,,,,,,,,,,
1056,3,Notre Dame,Butler,1,2015,,,,,,,,,,,,,,,,0.533,-4.8,68.8,105.8,0.386,0.446,0.543,49.3,52.9,11.3,9.1,0.504,15.8,30.8,0.279
1057,6,Butler,Notre Dame,0,2015,0.533,-4.8,68.8,105.8,0.386,0.446,0.543,49.3,52.9,11.3,9.1,0.504,15.8,30.8,0.279,,,,,,,,,,,,,,,
1058,7,Wichita State,Kansas,1,2015,,,,,,,,,,,,,,,,0.75,18.47,66.7,106.3,0.426,0.284,0.539,52.6,54.7,9.8,12.3,0.494,16.3,34.9,0.309
1059,2,Kansas,Wichita State,0,2015,0.75,18.47,66.7,106.3,0.426,0.284,0.539,52.6,54.7,9.8,12.3,0.494,16.3,34.9,0.309,,,,,,,,,,,,,,,
1060,1,Kentucky,West Virginia,1,2015,0.974,28.72,63.7,115.5,0.439,0.271,0.558,54.9,55.0,10.1,18.2,0.515,13.6,39.5,0.319,,,,,,,,,,,,,,,
1061,5,West Virginia,Kentucky,0,2015,,,,,,,,,,,,,,,,0.974,28.72,63.7,115.5,0.439,0.271,0.558,54.9,55.0,10.1,18.2,0.515,13.6,39.5,0.319
1062,3,Notre Dame,Wichita State,1,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,7,Wichita State,Notre Dame,0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,1,Kentucky,Notre Dame,1,2015,0.974,28.72,63.7,115.5,0.439,0.271,0.558,54.9,55.0,10.1,18.2,0.515,13.6,39.5,0.319,,,,,,,,,,,,,,,
1065,3,Notre Dame,Kentucky,0,2015,,,,,,,,,,,,,,,,0.974,28.72,63.7,115.5,0.439,0.271,0.558,54.9,55.0,10.1,18.2,0.515,13.6,39.5,0.319
1066,1,Duke,Robert Morris,1,2015,0.897,24.97,65.9,119.4,0.398,0.334,0.593,53.9,53.5,10.7,9.0,0.566,13.9,35.8,0.278,,,,,,,,,,,,,,,
1067,16,Robert Morris,Duke,0,2015,,,,,,,,,,,,,,,,0.897,24.97,65.9,119.4,0.398,0.334,0.593,53.9,53.5,10.7,9.0,0.566,13.9,35.8,0.278
1068,8,San Diego State,St. John's (NY),1,2015,0.75,11.81,60.8,100.7,0.362,0.308,0.496,52.4,47.1,11.2,14.1,0.467,15.4,35.4,0.228,0.531,3.59,68.3,100.7,0.424,0.273,0.518,51.5,55.6,9.8,10.3,0.473,17.4,33.9,0.298
1069,9,St. John's (NY),San Diego State,0,2015,0.531,3.59,68.3,100.7,0.424,0.273,0.518,51.5,55.6,9.8,10.3,0.473,17.4,33.9,0.298,0.75,11.81,60.8,100.7,0.362,0.308,0.496,52.4,47.1,11.2,14.1,0.467,15.4,35.4,0.228
1070,5,Utah,Stephen F. Austin,1,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,12,Stephen F. Austin,Utah,0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,4,Georgetown,Eastern Washington,1,2015,,,,,,,,,,,,,,,,0.516,5.57,66.2,103.3,0.339,0.331,0.524,49.6,53.9,7.4,11.9,0.493,15.1,31.2,0.232
1073,13,Eastern Washington,Georgetown,0,2015,0.516,5.57,66.2,103.3,0.339,0.331,0.524,49.6,53.9,7.4,11.9,0.493,15.1,31.2,0.232,,,,,,,,,,,,,,,
1074,11,UCLA,SMU,1,2015,0.611,12.07,67.3,106.1,0.357,0.289,0.527,52.6,53.5,9.8,11.0,0.496,14.9,33.8,0.242,0.433,-7.29,64.8,102.6,0.45,0.4,0.545,50.1,55.9,8.1,9.9,0.494,17.9,29.1,0.337
1075,6,SMU,UCLA,0,2015,0.433,-7.29,64.8,102.6,0.45,0.4,0.545,50.1,55.9,8.1,9.9,0.494,17.9,29.1,0.337,0.611,12.07,67.3,106.1,0.357,0.289,0.527,52.6,53.5,9.8,11.0,0.496,14.9,33.8,0.242
1076,14,UAB,Iowa State,1,2015,,,,,,,,,,,,,,,,0.735,17.94,69.8,111.4,0.365,0.368,0.571,50.5,58.1,9.2,9.7,0.543,13.9,28.3,0.254
1077,3,Iowa State,UAB,0,2015,0.735,17.94,69.8,111.4,0.365,0.368,0.571,50.5,58.1,9.2,9.7,0.543,13.9,28.3,0.254,,,,,,,,,,,,,,,
1078,7,Iowa,Davidson,1,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,10,Davidson,Iowa,0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,2,Gonzaga,North Dakota State,1,2015,0.921,21.12,65.2,120.3,0.387,0.317,0.606,55.5,57.2,9.1,8.4,0.584,13.9,34.1,0.267,,,,,,,,,,,,,,,
1081,15,North Dakota State,Gonzaga,0,2015,,,,,,,,,,,,,,,,0.921,21.12,65.2,120.3,0.387,0.317,0.606,55.5,57.2,9.1,8.4,0.584,13.9,34.1,0.267
1082,1,Duke,San Diego State,1,2015,0.897,24.97,65.9,119.4,0.398,0.334,0.593,53.9,53.5,10.7,9.0,0.566,13.9,35.8,0.278,0.75,11.81,60.8,100.7,0.362,0.308,0.496,52.4,47.1,11.2,14.1,0.467,15.4,35.4,0.228
1083,8,San Diego State,Duke,0,2015,0.75,11.81,60.8,100.7,0.362,0.308,0.496,52.4,47.1,11.2,14.1,0.467,15.4,35.4,0.228,0.897,24.97,65.9,119.4,0.398,0.334,0.593,53.9,53.5,10.7,9.0,0.566,13.9,35.8,0.278
1084,5,Utah,Georgetown,1,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,4,Georgetown,Utah,0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,11,UCLA,UAB,1,2015,0.611,12.07,67.3,106.1,0.357,0.289,0.527,52.6,53.5,9.8,11.0,0.496,14.9,33.8,0.242,,,,,,,,,,,,,,,
1087,14,UAB,UCLA,0,2015,,,,,,,,,,,,,,,,0.611,12.07,67.3,106.1,0.357,0.289,0.527,52.6,53.5,9.8,11.0,0.496,14.9,33.8,0.242
1088,2,Gonzaga,Iowa,1,2015,0.921,21.12,65.2,120.3,0.387,0.317,0.606,55.5,57.2,9.1,8.4,0.584,13.9,34.1,0.267,,,,,,,,,,,,,,,
1089,7,Iowa,Gonzaga,0,2015,,,,,,,,,,,,,,,,0.921,21.12,65.2,120.3,0.387,0.317,0.606,55.5,57.2,9.1,8.4,0.584,13.9,34.1,0.267
1090,1,Duke,Utah,1,2015,0.897,24.97,65.9,119.4,0.398,0.334,0.593,53.9,53.5,10.7,9.0,0.566,13.9,35.8,0.278,,,,,,,,,,,,,,,
1091,5,Utah,Duke,0,2015,,,,,,,,,,,,,,,,0.897,24.97,65.9,119.4,0.398,0.334,0.593,53.9,53.5,10.7,9.0,0.566,13.9,35.8,0.278
1092,2,Gonzaga,UCLA,1,2015,0.921,21.12,65.2,120.3,0.387,0.317,0.606,55.5,57.2,9.1,8.4,0.584,13.9,34.1,0.267,0.611,12.07,67.3,106.1,0.357,0.289,0.527,52.6,53.5,9.8,11.0,0.496,14.9,33.8,0.242
1093,11,UCLA,Gonzaga,0,2015,0.611,12.07,67.3,106.1,0.357,0.289,0.527,52.6,53.5,9.8,11.0,0.496,14.9,33.8,0.242,0.921,21.12,65.2,120.3,0.387,0.317,0.606,55.5,57.2,9.1,8.4,0.584,13.9,34.1,0.267
1094,1,Duke,Gonzaga,1,2015,0.897,24.97,65.9,119.4,0.398,0.334,0.593,53.9,53.5,10.7,9.0,0.566,13.9,35.8,0.278,0.921,21.12,65.2,120.3,0.387,0.317,0.606,55.5,57.2,9.1,8.4,0.584,13.9,34.1,0.267
1095,2,Gonzaga,Duke,0,2015,0.921,21.12,65.2,120.3,0.387,0.317,0.606,55.5,57.2,9.1,8.4,0.584,13.9,34.1,0.267,0.897,24.97,65.9,119.4,0.398,0.334,0.593,53.9,53.5,10.7,9.0,0.566,13.9,35.8,0.278
1096,1,Wisconsin,Coastal Carolina,1,2015,0.9,24.61,59.5,121.2,0.362,0.374,0.585,54.7,49.7,7.3,8.2,0.548,10.7,32.1,0.276,0.543,-2.01,61.2,106.7,0.4,0.332,0.533,50.8,57.9,10.2,8.1,0.497,14.7,33.3,0.275
1097,16,Coastal Carolina,Wisconsin,0,2015,0.543,-2.01,61.2,106.7,0.4,0.332,0.533,50.8,57.9,10.2,8.1,0.497,14.7,33.3,0.275,0.9,24.61,59.5,121.2,0.362,0.374,0.585,54.7,49.7,7.3,8.2,0.548,10.7,32.1,0.276
1098,8,Oregon,Oklahoma State,1,2015,0.722,11.43,68.0,109.3,0.286,0.339,0.557,50.9,51.2,8.3,11.0,0.524,14.7,30.8,0.217,,,,,,,,,,,,,,,
1099,9,Oklahoma State,Oregon,0,2015,,,,,,,,,,,,,,,,0.722,11.43,68.0,109.3,0.286,0.339,0.557,50.9,51.2,8.3,11.0,0.524,14.7,30.8,0.217
1100,5,Arkansas,Wofford,1,2015,0.75,14.07,70.1,109.6,0.373,0.31,0.539,50.2,59.2,10.9,12.0,0.5,14.3,35.7,0.27,0.647,-3.89,66.1,108.5,0.357,0.326,0.544,52.1,50.4,10.6,10.9,0.513,15.2,35.2,0.247
1101,12,Wofford,Arkansas,0,2015,0.647,-3.89,66.1,108.5,0.357,0.326,0.544,52.1,50.4,10.6,10.9,0.513,15.2,35.2,0.247,0.75,14.07,70.1,109.6,0.373,0.31,0.539,50.2,59.2,10.9,12.0,0.5,14.3,35.7,0.27
1102,4,UNC,Harvard,1,2015,,,,,,,,,,,,,,,,0.676,6.66,64.1,99.6,0.41,0.322,0.503,51.4,49.5,9.0,10.3,0.468,15.2,31.1,0.266
1103,13,Harvard,UNC,0,2015,0.676,6.66,64.1,99.6,0.41,0.322,0.503,51.4,49.5,9.0,10.3,0.468,15.2,31.1,0.266,,,,,,,,,,,,,,,
1104,6,Xavier,Ole Miss,1,2015,0.622,15.42,65.6,109.8,0.385,0.331,0.57,52.8,62.3,9.0,8.3,0.534,15.8,31.3,0.281,,,,,,,,,,,,,,,
1105,11,Ole Miss,Xavier,0,2015,,,,,,,,,,,,,,,,0.622,15.42,65.6,109.8,0.385,0.331,0.57,52.8,62.3,9.0,8.3,0.534,15.8,31.3,0.281
1106,14,Georgia State,Baylor,1,2015,,,,,,,,,,,,,,,,0.706,17.85,62.8,109.2,0.386,0.334,0.53,55.9,61.1,12.2,11.2,0.497,16.4,42.4,0.26
1107,3,Baylor,Georgia State,0,2015,0.706,17.85,62.8,109.2,0.386,0.334,0.53,55.9,61.1,12.2,11.2,0.497,16.4,42.4,0.26,,,,,,,,,,,,,,,
1108,10,Ohio State,VCU,1,2015,,,,,,,,,,,,,,,,0.722,12.79,66.4,106.5,0.373,0.399,0.518,49.2,50.9,14.0,12.5,0.487,13.2,31.8,0.245
1109,7,VCU,Ohio State,0,2015,0.722,12.79,66.4,106.5,0.373,0.399,0.518,49.2,50.9,14.0,12.5,0.487,13.2,31.8,0.245,,,,,,,,,,,,,,,
1110,2,Arizona,Texas Southern,1,2015,0.895,24.33,66.5,114.8,0.471,0.259,0.575,56.8,52.3,10.8,9.8,0.535,14.2,34.5,0.338,,,,,,,,,,,,,,,
1111,15,Texas Southern,Arizona,0,2015,,,,,,,,,,,,,,,,0.895,24.33,66.5,114.8,0.471,0.259,0.575,56.8,52.3,10.8,9.8,0.535,14.2,34.5,0.338
1112,1,Wisconsin,Oregon,1,2015,0.9,24.61,59.5,121.2,0.362,0.374,0.585,54.7,49.7,7.3,8.2,0.548,10.7,32.1,0.276,0.722,11.43,68.0,109.3,0.286,0.339,0.557,50.9,51.2,8.3,11.0,0.524,14.7,30.8,0.217
1113,8,Oregon,Wisconsin,0,2015,0.722,11.43,68.0,109.3,0.286,0.339,0.557,50.9,51.2,8.3,11.0,0.524,14.7,30.8,0.217,0.9,24.61,59.5,121.2,0.362,0.374,0.585,54.7,49.7,7.3,8.2,0.548,10.7,32.1,0.276
1114,4,UNC,Arkansas,1,2015,,,,,,,,,,,,,,,,0.75,14.07,70.1,109.6,0.373,0.31,0.539,50.2,59.2,10.9,12.0,0.5,14.3,35.7,0.27
1115,5,Arkansas,UNC,0,2015,0.75,14.07,70.1,109.6,0.373,0.31,0.539,50.2,59.2,10.9,12.0,0.5,14.3,35.7,0.27,,,,,,,,,,,,,,,
1116,6,Xavier,Georgia State,1,2015,0.622,15.42,65.6,109.8,0.385,0.331,0.57,52.8,62.3,9.0,8.3,0.534,15.8,31.3,0.281,,,,,,,,,,,,,,,
1117,14,Georgia State,Xavier,0,2015,,,,,,,,,,,,,,,,0.622,15.42,65.6,109.8,0.385,0.331,0.57,52.8,62.3,9.0,8.3,0.534,15.8,31.3,0.281
1118,2,Arizona,Ohio State,1,2015,0.895,24.33,66.5,114.8,0.471,0.259,0.575,56.8,52.3,10.8,9.8,0.535,14.2,34.5,0.338,,,,,,,,,,,,,,,
1119,10,Ohio State,Arizona,0,2015,,,,,,,,,,,,,,,,0.895,24.33,66.5,114.8,0.471,0.259,0.575,56.8,52.3,10.8,9.8,0.535,14.2,34.5,0.338
1120,1,Wisconsin,UNC,1,2015,0.9,24.61,59.5,121.2,0.362,0.374,0.585,54.7,49.7,7.3,8.2,0.548,10.7,32.1,0.276,,,,,,,,,,,,,,,
1121,4,UNC,Wisconsin,0,2015,,,,,,,,,,,,,,,,0.9,24.61,59.5,121.2,0.362,0.374,0.585,54.7,49.7,7.3,8.2,0.548,10.7,32.1,0.276
1122,2,Arizona,Xavier,1,2015,0.895,24.33,66.5,114.8,0.471,0.259,0.575,56.8,52.3,10.8,9.8,0.535,14.2,34.5,0.338,0.622,15.42,65.6,109.8,0.385,0.331,0.57,52.8,62.3,9.0,8.3,0.534,15.8,31.3,0.281
1123,6,Xavier,Arizona,0,2015,0.622,15.42,65.6,109.8,0.385,0.331,0.57,52.8,62.3,9.0,8.3,0.534,15.8,31.3,0.281,0.895,24.33,66.5,114.8,0.471,0.259,0.575,56.8,52.3,10.8,9.8,0.535,14.2,34.5,0.338
1124,1,Wisconsin,Arizona,1,2015,0.9,24.61,59.5,121.2,0.362,0.374,0.585,54.7,49.7,7.3,8.2,0.548,10.7,32.1,0.276,0.895,24.33,66.5,114.8,0.471,0.259,0.575,56.8,52.3,10.8,9.8,0.535,14.2,34.5,0.338
1125,2,Arizona,Wisconsin,0,2015,0.895,24.33,66.5,114.8,0.471,0.259,0.575,56.8,52.3,10.8,9.8,0.535,14.2,34.5,0.338,0.9,24.61,59.5,121.2,0.362,0.374,0.585,54.7,49.7,7.3,8.2,0.548,10.7,32.1,0.276
1126,1,Duke,Michigan State,1,2015,0.897,24.97,65.9,119.4,0.398,0.334,0.593,53.9,53.5,10.7,9.0,0.566,13.9,35.8,0.278,0.692,17.46,63.0,109.7,0.327,0.35,0.55,53.9,63.7,8.0,12.6,0.532,14.9,33.4,0.207
1127,7,Michigan State,Duke,0,2015,0.692,17.46,63.0,109.7,0.327,0.35,0.55,53.9,63.7,8.0,12.6,0.532,14.9,33.4,0.207,0.897,24.97,65.9,119.4,0.398,0.334,0.593,53.9,53.5,10.7,9.0,0.566,13.9,35.8,0.278
1128,1,Wisconsin,Kentucky,1,2015,0.9,24.61,59.5,121.2,0.362,0.374,0.585,54.7,49.7,7.3,8.2,0.548,10.7,32.1,0.276,0.974,28.72,63.7,115.5,0.439,0.271,0.558,54.9,55.0,10.1,18.2,0.515,13.6,39.5,0.319
1129,1,Kentucky,Wisconsin,0,2015,0.974,28.72,63.7,115.5,0.439,0.271,0.558,54.9,55.0,10.1,18.2,0.515,13.6,39.5,0.319,0.9,24.61,59.5,121.2,0.362,0.374,0.585,54.7,49.7,7.3,8.2,0.548,10.7,32.1,0.276
1130,1,Duke,Wisconsin,1,2015,0.897,24.97,65.9,119.4,0.398,0.334,0.593,53.9,53.5,10.7,9.0,0.566,13.9,35.8,0.278,0.9,24.61,59.5,121.2,0.362,0.374,0.585,54.7,49.7,7.3,8.2,0.548,10.7,32.1,0.276
1131,1,Wisconsin,Duke,0,2015,0.9,24.61,59.5,121.2,0.362,0.374,0.585,54.7,49.7,7.3,8.2,0.548,10.7,32.1,0.276,0.897,24.97,65.9,119.4,0.398,0.334,0.593,53.9,53.5,10.7,9.0,0.566,13.9,35.8,0.278
1132,1,Virginia,Coastal Carolina,1,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,16,Coastal Carolina,Virginia,0,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,8,Memphis,George Washington,1,2014,0.706,13.02,70.6,108.2,0.399,0.275,0.547,51.5,61.7,12.2,11.0,0.522,15.8,35.6,0.257,,,,,,,,,,,,,,,
1135,9,George Washington,Memphis,0,2014,,,,,,,,,,,,,,,,0.706,13.02,70.6,108.2,0.399,0.275,0.547,51.5,61.7,12.2,11.0,0.522,15.8,35.6,0.257
1136,12,Harvard,Cincinnati,1,2014,,,,,,,,,,,,,,,,0.286,-6.59,70.1,97.0,0.392,0.287,0.531,47.9,59.6,8.3,9.4,0.497,20.1,28.6,0.266
1137,5,Cincinnati,Harvard,0,2014,0.286,-6.59,70.1,97.0,0.392,0.287,0.531,47.9,59.6,8.3,9.4,0.497,20.1,28.6,0.266,,,,,,,,,,,,,,,
1138,4,Michigan State,Delaware,1,2014,0.763,19.35,66.0,113.3,0.337,0.363,0.573,53.7,62.2,10.2,13.4,0.545,14.7,32.2,0.239,,,,,,,,,,,,,,,
1139,13,Delaware,Michigan State,0,2014,,,,,,,,,,,,,,,,0.763,19.35,66.0,113.3,0.337,0.363,0.573,53.7,62.2,10.2,13.4,0.545,14.7,32.2,0.239
1140,6,UNC,Providence,1,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,11,Providence,UNC,0,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,3,Iowa State,North Carolina Central,1,2014,0.778,18.52,71.7,113.9,0.364,0.375,0.569,51.1,62.4,8.2,7.0,0.542,12.6,28.8,0.252,,,,,,,,,,,,,,,
1143,14,North Carolina Central,Iowa State,0,2014,,,,,,,,,,,,,,,,0.778,18.52,71.7,113.9,0.364,0.375,0.569,51.1,62.4,8.2,7.0,0.542,12.6,28.8,0.252
1144,7,UConn,St. Joseph's,1,2014,0.8,17.23,65.5,108.9,0.383,0.343,0.562,50.2,50.3,10.7,15.2,0.515,15.2,30.4,0.298,0.529,0.21,66.3,107.0,0.455,0.359,0.577,53.1,53.8,8.3,13.5,0.535,19.3,32.8,0.334
1145,10,St. Joseph's,UConn,0,2014,0.529,0.21,66.3,107.0,0.455,0.359,0.577,53.1,53.8,8.3,13.5,0.535,19.3,32.8,0.334,0.8,17.23,65.5,108.9,0.383,0.343,0.562,50.2,50.3,10.7,15.2,0.515,15.2,30.4,0.298
1146,2,Villanova,Milwaukee,1,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
