,Seed,team1,team2,team1_win,Season,win_loss_pct_x,srs_x,pace_x,off_rtg_x,fta_per_fga_pct_x,fg3a_per_fga_pct_x,ts_pct_x,trb_pct_x,ast_pct_x,stl_pct_x,blk_pct_x,efg_pct_x,tov_pct_x,orb_pct_x,ft_rate_x,win_loss_pct_y,srs_y,pace_y,off_rtg_y,fta_per_fga_pct_y,fg3a_per_fga_pct_y,ts_pct_y,trb_pct_y,ast_pct_y,stl_pct_y,blk_pct_y,efg_pct_y,tov_pct_y,orb_pct_y,ft_rate_y
109,12,Grand Canyon,Alabama,0,2024,0.857,10.45,69.8,112.9,0.45,0.363,0.568,53.1,45.9,11.8,14.3,0.521,15.0,34.4,0.337,0.676,20.69,73.9,121.1,0.353,0.465,0.599,52.6,51.7,9.3,11.0,0.563,13.6,35.0,0.273
110,6,Clemson,Baylor,1,2024,0.667,16.2,67.8,113.4,0.307,0.399,0.575,51.6,53.8,6.7,10.9,0.539,13.0,27.2,0.24,0.686,19.5,66.8,117.8,0.395,0.386,0.592,54.6,53.2,9.9,8.6,0.558,15.0,35.8,0.289
111,3,Baylor,Clemson,0,2024,0.686,19.5,66.8,117.8,0.395,0.386,0.592,54.6,53.2,9.9,8.6,0.558,15.0,35.8,0.289,0.667,16.2,67.8,113.4,0.307,0.399,0.575,51.6,53.8,6.7,10.9,0.539,13.0,27.2,0.24
112,2,Arizona,Dayton,1,2024,0.75,24.54,73.3,116.8,0.364,0.334,0.576,56.6,59.2,11.2,9.5,0.545,13.6,35.6,0.261,,,,,,,,,,,,,,,
113,7,Dayton,Arizona,0,2024,,,,,,,,,,,,,,,,0.75,24.54,73.3,116.8,0.364,0.334,0.576,56.6,59.2,11.2,9.5,0.545,13.6,35.6,0.261
114,4,Alabama,UNC,1,2024,0.676,20.69,73.9,121.1,0.353,0.465,0.599,52.6,51.7,9.3,11.0,0.563,13.6,35.0,0.273,,,,,,,,,,,,,,,
115,1,UNC,Alabama,0,2024,,,,,,,,,,,,,,,,0.676,20.69,73.9,121.1,0.353,0.465,0.599,52.6,51.7,9.3,11.0,0.563,13.6,35.0,0.273
116,6,Clemson,Arizona,1,2024,0.667,16.2,67.8,113.4,0.307,0.399,0.575,51.6,53.8,6.7,10.9,0.539,13.0,27.2,0.24,0.75,24.54,73.3,116.8,0.364,0.334,0.576,56.6,59.2,11.2,9.5,0.545,13.6,35.6,0.261
117,2,Arizona,Clemson,0,2024,0.75,24.54,73.3,116.8,0.364,0.334,0.576,56.6,59.2,11.2,9.5,0.545,13.6,35.6,0.261,0.667,16.2,67.8,113.4,0.307,0.399,0.575,51.6,53.8,6.7,10.9,0.539,13.0,27.2,0.24
118,4,Alabama,Clemson,1,2024,0.676,20.69,73.9,121.1,0.353,0.465,0.599,52.6,51.7,9.3,11.0,0.563,13.6,35.0,0.273,0.667,16.2,67.8,113.4,0.307,0.399,0.575,51.6,53.8,6.7,10.9,0.539,13.0,27.2,0.24
119,6,Clemson,Alabama,0,2024,0.667,16.2,67.8,113.4,0.307,0.399,0.575,51.6,53.8,6.7,10.9,0.539,13.0,27.2,0.24,0.676,20.69,73.9,121.1,0.353,0.465,0.599,52.6,51.7,9.3,11.0,0.563,13.6,35.0,0.273
120,1,UConn,Alabama,1,2024,0.925,26.7,66.0,123.3,0.319,0.402,0.597,56.3,63.6,9.3,14.2,0.569,12.3,36.7,0.237,0.676,20.69,73.9,121.1,0.353,0.465,0.599,52.6,51.7,9.3,11.0,0.563,13.6,35.0,0.273
121,4,Alabama,UConn,0,2024,0.676,20.69,73.9,121.1,0.353,0.465,0.599,52.6,51.7,9.3,11.0,0.563,13.6,35.0,0.273,0.925,26.7,66.0,123.3,0.319,0.402,0.597,56.3,63.6,9.3,14.2,0.569,12.3,36.7,0.237
122,1,Purdue,NC State,1,2024,0.872,24.93,68.3,119.5,0.413,0.347,0.591,58.0,64.9,7.9,9.3,0.558,14.0,37.7,0.297,,,,,,,,,,,,,,,
123,11,NC State,Purdue,0,2024,,,,,,,,,,,,,,,,0.872,24.93,68.3,119.5,0.413,0.347,0.591,58.0,64.9,7.9,9.3,0.558,14.0,37.7,0.297
124,1,UConn,Purdue,1,2024,0.925,26.7,66.0,123.3,0.319,0.402,0.597,56.3,63.6,9.3,14.2,0.569,12.3,36.7,0.237,0.872,24.93,68.3,119.5,0.413,0.347,0.591,58.0,64.9,7.9,9.3,0.558,14.0,37.7,0.297
125,1,Purdue,UConn,0,2024,0.872,24.93,68.3,119.5,0.413,0.347,0.591,58.0,64.9,7.9,9.3,0.558,14.0,37.7,0.297,0.925,26.7,66.0,123.3,0.319,0.402,0.597,56.3,63.6,9.3,14.2,0.569,12.3,36.7,0.237
126,16,FDU,Purdue,1,2023,,,,,,,,,,,,,,,,0.829,18.23,64.2,112.8,0.372,0.384,0.558,58.1,61.3,7.4,9.9,0.518,14.6,38.4,0.277
127,1,Purdue,FDU,0,2023,0.829,18.23,64.2,112.8,0.372,0.384,0.558,58.1,61.3,7.4,9.9,0.518,14.6,38.4,0.277,,,,,,,,,,,,,,,
128,9,Florida Atlantic,Memphis,1,2023,,,,,,,,,,,,,,,,0.743,14.5,72.2,108.7,0.354,0.291,0.567,50.4,54.4,11.8,13.1,0.53,16.0,31.2,0.265
129,8,Memphis,Florida Atlantic,0,2023,0.743,14.5,72.2,108.7,0.354,0.291,0.567,50.4,54.4,11.8,13.1,0.53,16.0,31.2,0.265,,,,,,,,,,,,,,,
130,5,Duke,Oral Roberts,1,2023,0.75,15.83,65.5,109.5,0.299,0.353,0.548,55.7,56.2,8.6,12.2,0.511,15.4,35.9,0.229,,,,,,,,,,,,,,,
131,12,Oral Roberts,Duke,0,2023,,,,,,,,,,,,,,,,0.75,15.83,65.5,109.5,0.299,0.353,0.548,55.7,56.2,8.6,12.2,0.511,15.4,35.9,0.229
132,4,Tennessee,Louisiana,1,2023,0.694,20.84,65.9,107.0,0.307,0.401,0.53,54.6,66.2,12.5,11.8,0.499,15.2,36.4,0.217,,,,,,,,,,,,,,,
133,13,Louisiana,Tennessee,0,2023,,,,,,,,,,,,,,,,0.694,20.84,65.9,107.0,0.307,0.401,0.53,54.6,66.2,12.5,11.8,0.499,15.2,36.4,0.217
134,6,Kentucky,Providence,1,2023,0.647,14.76,66.8,110.7,0.319,0.3,0.538,56.7,55.1,9.6,10.0,0.506,14.5,39.2,0.225,,,,,,,,,,,,,,,
135,11,Providence,Kentucky,0,2023,,,,,,,,,,,,,,,,0.647,14.76,66.8,110.7,0.319,0.3,0.538,56.7,55.1,9.6,10.0,0.506,14.5,39.2,0.225
136,3,Kansas State,Montana State,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,14,Montana State,Kansas State,0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,7,Michigan State,USC,1,2023,0.618,14.25,65.4,106.8,0.272,0.33,0.549,52.2,56.5,7.1,8.4,0.517,14.4,27.6,0.206,,,,,,,,,,,,,,,
139,10,USC,Michigan State,0,2023,,,,,,,,,,,,,,,,0.618,14.25,65.4,106.8,0.272,0.33,0.549,52.2,56.5,7.1,8.4,0.517,14.4,27.6,0.206
140,2,Marquette,Vermont,1,2023,0.806,17.07,69.3,112.9,0.27,0.42,0.582,47.3,59.1,13.0,8.4,0.56,13.6,26.2,0.194,,,,,,,,,,,,,,,
141,15,Vermont,Marquette,0,2023,,,,,,,,,,,,,,,,0.806,17.07,69.3,112.9,0.27,0.42,0.582,47.3,59.1,13.0,8.4,0.56,13.6,26.2,0.194
142,9,Florida Atlantic,FDU,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,16,FDU,Florida Atlantic,0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,4,Tennessee,Duke,1,2023,0.694,20.84,65.9,107.0,0.307,0.401,0.53,54.6,66.2,12.5,11.8,0.499,15.2,36.4,0.217,0.75,15.83,65.5,109.5,0.299,0.353,0.548,55.7,56.2,8.6,12.2,0.511,15.4,35.9,0.229
145,5,Duke,Tennessee,0,2023,0.75,15.83,65.5,109.5,0.299,0.353,0.548,55.7,56.2,8.6,12.2,0.511,15.4,35.9,0.229,0.694,20.84,65.9,107.0,0.307,0.401,0.53,54.6,66.2,12.5,11.8,0.499,15.2,36.4,0.217
146,3,Kansas State,Kentucky,1,2023,,,,,,,,,,,,,,,,0.647,14.76,66.8,110.7,0.319,0.3,0.538,56.7,55.1,9.6,10.0,0.506,14.5,39.2,0.225
147,6,Kentucky,Kansas State,0,2023,0.647,14.76,66.8,110.7,0.319,0.3,0.538,56.7,55.1,9.6,10.0,0.506,14.5,39.2,0.225,,,,,,,,,,,,,,,
148,7,Michigan State,Marquette,1,2023,0.618,14.25,65.4,106.8,0.272,0.33,0.549,52.2,56.5,7.1,8.4,0.517,14.4,27.6,0.206,0.806,17.07,69.3,112.9,0.27,0.42,0.582,47.3,59.1,13.0,8.4,0.56,13.6,26.2,0.194
149,2,Marquette,Michigan State,0,2023,0.806,17.07,69.3,112.9,0.27,0.42,0.582,47.3,59.1,13.0,8.4,0.56,13.6,26.2,0.194,0.618,14.25,65.4,106.8,0.272,0.33,0.549,52.2,56.5,7.1,8.4,0.517,14.4,27.6,0.206
150,9,Florida Atlantic,Tennessee,1,2023,,,,,,,,,,,,,,,,0.694,20.84,65.9,107.0,0.307,0.401,0.53,54.6,66.2,12.5,11.8,0.499,15.2,36.4,0.217
151,4,Tennessee,Florida Atlantic,0,2023,0.694,20.84,65.9,107.0,0.307,0.401,0.53,54.6,66.2,12.5,11.8,0.499,15.2,36.4,0.217,,,,,,,,,,,,,,,
152,3,Kansas State,Michigan State,1,2023,,,,,,,,,,,,,,,,0.618,14.25,65.4,106.8,0.272,0.33,0.549,52.2,56.5,7.1,8.4,0.517,14.4,27.6,0.206
153,7,Michigan State,Kansas State,0,2023,0.618,14.25,65.4,106.8,0.272,0.33,0.549,52.2,56.5,7.1,8.4,0.517,14.4,27.6,0.206,,,,,,,,,,,,,,,
154,9,Florida Atlantic,Kansas State,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,3,Kansas State,Florida Atlantic,0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1,Houston,Northern Kentucky,1,2023,0.892,22.2,64.8,115.5,0.289,0.379,0.553,55.1,53.9,12.2,16.7,0.523,12.9,37.1,0.212,,,,,,,,,,,,,,,
157,16,Northern Kentucky,Houston,0,2023,,,,,,,,,,,,,,,,0.892,22.2,64.8,115.5,0.289,0.379,0.553,55.1,53.9,12.2,16.7,0.523,12.9,37.1,0.212
158,9,Auburn,Iowa,1,2023,0.618,14.35,68.7,105.6,0.363,0.352,0.53,50.4,54.7,11.2,13.6,0.495,15.1,32.8,0.253,,,,,,,,,,,,,,,
159,8,Iowa,Auburn,0,2023,,,,,,,,,,,,,,,,0.618,14.35,68.7,105.6,0.363,0.352,0.53,50.4,54.7,11.2,13.6,0.495,15.1,32.8,0.253
160,5,Miami (FL),Drake,1,2023,,,,,,,,,,,,,,,,0.771,7.84,67.0,109.2,0.279,0.37,0.569,52.2,50.2,7.8,7.4,0.537,13.8,24.3,0.214
161,12,Drake,Miami (FL),0,2023,0.771,7.84,67.0,109.2,0.279,0.37,0.569,52.2,50.2,7.8,7.4,0.537,13.8,24.3,0.214,,,,,,,,,,,,,,,
162,4,Indiana,Kent State,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,13,Kent State,Indiana,0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,11,Pitt,Iowa State,1,2023,,,,,,,,,,,,,,,,0.576,15.36,65.7,102.2,0.279,0.338,0.523,52.5,54.8,13.3,11.3,0.499,16.7,33.9,0.187
165,6,Iowa State,Pitt,0,2023,0.576,15.36,65.7,102.2,0.279,0.338,0.523,52.5,54.8,13.3,11.3,0.499,16.7,33.9,0.187,,,,,,,,,,,,,,,
166,3,Xavier,Kennesaw State,1,2023,0.73,16.03,72.0,112.1,0.314,0.312,0.578,53.9,63.6,8.8,7.9,0.552,15.0,30.7,0.223,,,,,,,,,,,,,,,
167,14,Kennesaw State,Xavier,0,2023,,,,,,,,,,,,,,,,0.73,16.03,72.0,112.1,0.314,0.312,0.578,53.9,63.6,8.8,7.9,0.552,15.0,30.7,0.223
168,10,Penn State,Texas A&M,1,2023,,,,,,,,,,,,,,,,0.714,13.76,67.1,108.5,0.451,0.345,0.543,53.4,52.6,10.0,7.9,0.488,15.5,36.7,0.343
169,7,Texas A&M,Penn State,0,2023,0.714,13.76,67.1,108.5,0.451,0.345,0.543,53.4,52.6,10.0,7.9,0.488,15.5,36.7,0.343,,,,,,,,,,,,,,,
170,2,Texas,Colgate,1,2023,0.763,20.56,70.1,110.1,0.305,0.345,0.565,49.8,56.7,11.1,9.8,0.533,14.3,28.3,0.228,,,,,,,,,,,,,,,
171,15,Colgate,Texas,0,2023,,,,,,,,,,,,,,,,0.763,20.56,70.1,110.1,0.305,0.345,0.565,49.8,56.7,11.1,9.8,0.533,14.3,28.3,0.228
172,1,Houston,Auburn,1,2023,0.892,22.2,64.8,115.5,0.289,0.379,0.553,55.1,53.9,12.2,16.7,0.523,12.9,37.1,0.212,0.618,14.35,68.7,105.6,0.363,0.352,0.53,50.4,54.7,11.2,13.6,0.495,15.1,32.8,0.253
173,9,Auburn,Houston,0,2023,0.618,14.35,68.7,105.6,0.363,0.352,0.53,50.4,54.7,11.2,13.6,0.495,15.1,32.8,0.253,0.892,22.2,64.8,115.5,0.289,0.379,0.553,55.1,53.9,12.2,16.7,0.523,12.9,37.1,0.212
174,5,Miami (FL),Indiana,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,4,Indiana,Miami (FL),0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,3,Xavier,Pitt,1,2023,0.73,16.03,72.0,112.1,0.314,0.312,0.578,53.9,63.6,8.8,7.9,0.552,15.0,30.7,0.223,,,,,,,,,,,,,,,
177,11,Pitt,Xavier,0,2023,,,,,,,,,,,,,,,,0.73,16.03,72.0,112.1,0.314,0.312,0.578,53.9,63.6,8.8,7.9,0.552,15.0,30.7,0.223
178,2,Texas,Penn State,1,2023,0.763,20.56,70.1,110.1,0.305,0.345,0.565,49.8,56.7,11.1,9.8,0.533,14.3,28.3,0.228,,,,,,,,,,,,,,,
179,10,Penn State,Texas,0,2023,,,,,,,,,,,,,,,,0.763,20.56,70.1,110.1,0.305,0.345,0.565,49.8,56.7,11.1,9.8,0.533,14.3,28.3,0.228
180,5,Miami (FL),Houston,1,2023,,,,,,,,,,,,,,,,0.892,22.2,64.8,115.5,0.289,0.379,0.553,55.1,53.9,12.2,16.7,0.523,12.9,37.1,0.212
181,1,Houston,Miami (FL),0,2023,0.892,22.2,64.8,115.5,0.289,0.379,0.553,55.1,53.9,12.2,16.7,0.523,12.9,37.1,0.212,,,,,,,,,,,,,,,
182,2,Texas,Xavier,1,2023,0.763,20.56,70.1,110.1,0.305,0.345,0.565,49.8,56.7,11.1,9.8,0.533,14.3,28.3,0.228,0.73,16.03,72.0,112.1,0.314,0.312,0.578,53.9,63.6,8.8,7.9,0.552,15.0,30.7,0.223
183,3,Xavier,Texas,0,2023,0.73,16.03,72.0,112.1,0.314,0.312,0.578,53.9,63.6,8.8,7.9,0.552,15.0,30.7,0.223,0.763,20.56,70.1,110.1,0.305,0.345,0.565,49.8,56.7,11.1,9.8,0.533,14.3,28.3,0.228
184,5,Miami (FL),Texas,1,2023,,,,,,,,,,,,,,,,0.763,20.56,70.1,110.1,0.305,0.345,0.565,49.8,56.7,11.1,9.8,0.533,14.3,28.3,0.228
185,2,Texas,Miami (FL),0,2023,0.763,20.56,70.1,110.1,0.305,0.345,0.565,49.8,56.7,11.1,9.8,0.533,14.3,28.3,0.228,,,,,,,,,,,,,,,
186,1,Alabama,Texas A&M-Corpus Christi,1,2023,0.838,23.19,72.6,110.4,0.366,0.472,0.557,54.4,54.3,8.2,11.3,0.521,15.9,34.2,0.266,,,,,,,,,,,,,,,
187,16,Texas A&M-Corpus Christi,Alabama,0,2023,,,,,,,,,,,,,,,,0.838,23.19,72.6,110.4,0.366,0.472,0.557,54.4,54.3,8.2,11.3,0.521,15.9,34.2,0.266
188,8,Maryland,West Virginia,1,2023,0.629,14.58,64.5,107.7,0.343,0.369,0.545,51.1,46.2,8.4,10.1,0.508,14.3,30.0,0.251,,,,,,,,,,,,,,,
189,9,West Virginia,Maryland,0,2023,,,,,,,,,,,,,,,,0.629,14.58,64.5,107.7,0.343,0.369,0.545,51.1,46.2,8.4,10.1,0.508,14.3,30.0,0.251
190,5,San Diego State,College of Charleston,1,2023,0.821,15.81,66.6,106.1,0.327,0.346,0.533,53.0,51.1,10.0,11.7,0.498,14.8,31.9,0.236,,,,,,,,,,,,,,,
191,12,College of Charleston,San Diego State,0,2023,,,,,,,,,,,,,,,,0.821,15.81,66.6,106.1,0.327,0.346,0.533,53.0,51.1,10.0,11.7,0.498,14.8,31.9,0.236
192,13,Furman,Virginia,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,4,Virginia,Furman,0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,6,Creighton,NC State,1,2023,0.649,17.83,69.3,109.6,0.284,0.417,0.576,52.7,57.3,7.2,9.2,0.542,14.9,25.3,0.222,,,,,,,,,,,,,,,
195,11,NC State,Creighton,0,2023,,,,,,,,,,,,,,,,0.649,17.83,69.3,109.6,0.284,0.417,0.576,52.7,57.3,7.2,9.2,0.542,14.9,25.3,0.222
196,3,Baylor,UCSB,1,2023,0.676,17.3,67.8,113.3,0.368,0.449,0.57,51.5,54.9,9.6,6.9,0.532,15.2,34.4,0.274,,,,,,,,,,,,,,,
197,14,UCSB,Baylor,0,2023,,,,,,,,,,,,,,,,0.676,17.3,67.8,113.3,0.368,0.449,0.57,51.5,54.9,9.6,6.9,0.532,15.2,34.4,0.274
198,7,Missouri,Utah State,1,2023,0.714,11.41,70.0,112.0,0.291,0.432,0.58,44.7,56.5,14.5,8.5,0.55,14.1,26.3,0.22,0.743,14.23,69.2,112.6,0.343,0.425,0.596,53.0,61.8,7.2,8.6,0.562,15.6,27.3,0.262
199,10,Utah State,Missouri,0,2023,0.743,14.23,69.2,112.6,0.343,0.425,0.596,53.0,61.8,7.2,8.6,0.562,15.6,27.3,0.262,0.714,11.41,70.0,112.0,0.291,0.432,0.58,44.7,56.5,14.5,8.5,0.55,14.1,26.3,0.22
200,15,Princeton,Arizona,1,2023,,,,,,,,,,,,,,,,0.8,19.08,72.7,112.6,0.358,0.377,0.591,54.2,64.7,8.4,8.1,0.565,16.2,30.7,0.253
201,2,Arizona,Princeton,0,2023,0.8,19.08,72.7,112.6,0.358,0.377,0.591,54.2,64.7,8.4,8.1,0.565,16.2,30.7,0.253,,,,,,,,,,,,,,,
202,1,Alabama,Maryland,1,2023,0.838,23.19,72.6,110.4,0.366,0.472,0.557,54.4,54.3,8.2,11.3,0.521,15.9,34.2,0.266,0.629,14.58,64.5,107.7,0.343,0.369,0.545,51.1,46.2,8.4,10.1,0.508,14.3,30.0,0.251
203,8,Maryland,Alabama,0,2023,0.629,14.58,64.5,107.7,0.343,0.369,0.545,51.1,46.2,8.4,10.1,0.508,14.3,30.0,0.251,0.838,23.19,72.6,110.4,0.366,0.472,0.557,54.4,54.3,8.2,11.3,0.521,15.9,34.2,0.266
204,5,San Diego State,Furman,1,2023,0.821,15.81,66.6,106.1,0.327,0.346,0.533,53.0,51.1,10.0,11.7,0.498,14.8,31.9,0.236,,,,,,,,,,,,,,,
205,13,Furman,San Diego State,0,2023,,,,,,,,,,,,,,,,0.821,15.81,66.6,106.1,0.327,0.346,0.533,53.0,51.1,10.0,11.7,0.498,14.8,31.9,0.236
206,6,Creighton,Baylor,1,2023,0.649,17.83,69.3,109.6,0.284,0.417,0.576,52.7,57.3,7.2,9.2,0.542,14.9,25.3,0.222,0.676,17.3,67.8,113.3,0.368,0.449,0.57,51.5,54.9,9.6,6.9,0.532,15.2,34.4,0.274
207,3,Baylor,Creighton,0,2023,0.676,17.3,67.8,113.3,0.368,0.449,0.57,51.5,54.9,9.6,6.9,0.532,15.2,34.4,0.274,0.649,17.83,69.3,109.6,0.284,0.417,0.576,52.7,57.3,7.2,9.2,0.542,14.9,25.3,0.222
208,15,Princeton,Missouri,1,2023,,,,,,,,,,,,,,,,0.714,11.41,70.0,112.0,0.291,0.432,0.58,44.7,56.5,14.5,8.5,0.55,14.1,26.3,0.22
209,7,Missouri,Princeton,0,2023,0.714,11.41,70.0,112.0,0.291,0.432,0.58,44.7,56.5,14.5,8.5,0.55,14.1,26.3,0.22,,,,,,,,,,,,,,,
210,5,San Diego State,Alabama,1,2023,0.821,15.81,66.6,106.1,0.327,0.346,0.533,53.0,51.1,10.0,11.7,0.498,14.8,31.9,0.236,0.838,23.19,72.6,110.4,0.366,0.472,0.557,54.4,54.3,8.2,11.3,0.521,15.9,34.2,0.266
211,1,Alabama,San Diego State,0,2023,0.838,23.19,72.6,110.4,0.366,0.472,0.557,54.4,54.3,8.2,11.3,0.521,15.9,34.2,0.266,0.821,15.81,66.6,106.1,0.327,0.346,0.533,53.0,51.1,10.0,11.7,0.498,14.8,31.9,0.236
212,6,Creighton,Princeton,1,2023,0.649,17.83,69.3,109.6,0.284,0.417,0.576,52.7,57.3,7.2,9.2,0.542,14.9,25.3,0.222,,,,,,,,,,,,,,,
213,15,Princeton,Creighton,0,2023,,,,,,,,,,,,,,,,0.649,17.83,69.3,109.6,0.284,0.417,0.576,52.7,57.3,7.2,9.2,0.542,14.9,25.3,0.222
214,5,San Diego State,Creighton,1,2023,0.821,15.81,66.6,106.1,0.327,0.346,0.533,53.0,51.1,10.0,11.7,0.498,14.8,31.9,0.236,0.649,17.83,69.3,109.6,0.284,0.417,0.576,52.7,57.3,7.2,9.2,0.542,14.9,25.3,0.222
215,6,Creighton,San Diego State,0,2023,0.649,17.83,69.3,109.6,0.284,0.417,0.576,52.7,57.3,7.2,9.2,0.542,14.9,25.3,0.222,0.821,15.81,66.6,106.1,0.327,0.346,0.533,53.0,51.1,10.0,11.7,0.498,14.8,31.9,0.236
216,1,Kansas,Howard,1,2023,0.778,19.2,70.2,106.8,0.298,0.338,0.555,50.8,58.9,12.5,10.2,0.526,15.4,28.7,0.215,,,,,,,,,,,,,,,
217,16,Howard,Kansas,0,2023,,,,,,,,,,,,,,,,0.778,19.2,70.2,106.8,0.298,0.338,0.555,50.8,58.9,12.5,10.2,0.526,15.4,28.7,0.215
218,8,Arkansas,Illinois,1,2023,0.611,15.99,70.2,105.1,0.393,0.277,0.545,51.7,48.1,11.9,13.1,0.509,15.8,30.7,0.274,0.606,14.81,69.5,105.7,0.343,0.419,0.542,52.8,46.8,9.9,13.8,0.514,15.8,31.6,0.233
219,9,Illinois,Arkansas,0,2023,0.606,14.81,69.5,105.7,0.343,0.419,0.542,52.8,46.8,9.9,13.8,0.514,15.8,31.6,0.233,0.611,15.99,70.2,105.1,0.393,0.277,0.545,51.7,48.1,11.9,13.1,0.509,15.8,30.7,0.274
220,5,Saint Mary's,VCU,1,2023,0.771,17.41,63.8,109.6,0.32,0.369,0.55,55.3,49.1,10.6,9.9,0.522,14.2,32.9,0.222,0.771,9.89,68.3,103.8,0.416,0.327,0.555,50.1,52.8,13.0,12.8,0.52,17.3,28.9,0.289
221,12,VCU,Saint Mary's,0,2023,0.771,9.89,68.3,103.8,0.416,0.327,0.555,50.1,52.8,13.0,12.8,0.52,17.3,28.9,0.289,0.771,17.41,63.8,109.6,0.32,0.369,0.55,55.3,49.1,10.6,9.9,0.522,14.2,32.9,0.222
222,4,UConn,Iona,1,2023,0.795,22.95,68.4,114.9,0.308,0.417,0.573,56.7,63.2,9.2,12.7,0.539,15.8,38.4,0.234,,,,,,,,,,,,,,,
223,13,Iona,UConn,0,2023,,,,,,,,,,,,,,,,0.795,22.95,68.4,114.9,0.308,0.417,0.573,56.7,63.2,9.2,12.7,0.539,15.8,38.4,0.234
224,6,TCU,Arizona State,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,11,Arizona State,TCU,0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,3,Gonzaga,Grand Canyon,1,2023,0.838,18.99,71.9,119.5,0.337,0.323,0.602,54.0,50.7,10.0,9.3,0.582,13.0,31.4,0.233,0.667,4.43,66.9,111.5,0.358,0.418,0.573,52.1,48.4,7.3,8.1,0.542,15.4,30.8,0.256
227,14,Grand Canyon,Gonzaga,0,2023,0.667,4.43,66.9,111.5,0.358,0.418,0.573,52.1,48.4,7.3,8.1,0.542,15.4,30.8,0.256,0.838,18.99,71.9,119.5,0.337,0.323,0.602,54.0,50.7,10.0,9.3,0.582,13.0,31.4,0.233
228,7,Northwestern,Boise State,1,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,10,Boise State,Northwestern,0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,2,UCLA,UNC Asheville,1,2023,0.838,22.11,67.2,110.3,0.274,0.29,0.54,52.2,52.1,12.5,11.6,0.511,12.8,33.0,0.2,,,,,,,,,,,,,,,
231,15,UNC Asheville,UCLA,0,2023,,,,,,,,,,,,,,,,0.838,22.11,67.2,110.3,0.274,0.29,0.54,52.2,52.1,12.5,11.6,0.511,12.8,33.0,0.2
232,8,Arkansas,Kansas,1,2023,0.611,15.99,70.2,105.1,0.393,0.277,0.545,51.7,48.1,11.9,13.1,0.509,15.8,30.7,0.274,0.778,19.2,70.2,106.8,0.298,0.338,0.555,50.8,58.9,12.5,10.2,0.526,15.4,28.7,0.215
233,1,Kansas,Arkansas,0,2023,0.778,19.2,70.2,106.8,0.298,0.338,0.555,50.8,58.9,12.5,10.2,0.526,15.4,28.7,0.215,0.611,15.99,70.2,105.1,0.393,0.277,0.545,51.7,48.1,11.9,13.1,0.509,15.8,30.7,0.274
234,4,UConn,Saint Mary's,1,2023,0.795,22.95,68.4,114.9,0.308,0.417,0.573,56.7,63.2,9.2,12.7,0.539,15.8,38.4,0.234,0.771,17.41,63.8,109.6,0.32,0.369,0.55,55.3,49.1,10.6,9.9,0.522,14.2,32.9,0.222
235,5,Saint Mary's,UConn,0,2023,0.771,17.41,63.8,109.6,0.32,0.369,0.55,55.3,49.1,10.6,9.9,0.522,14.2,32.9,0.222,0.795,22.95,68.4,114.9,0.308,0.417,0.573,56.7,63.2,9.2,12.7,0.539,15.8,38.4,0.234
236,3,Gonzaga,TCU,1,2023,0.838,18.99,71.9,119.5,0.337,0.323,0.602,54.0,50.7,10.0,9.3,0.582,13.0,31.4,0.233,,,,,,,,,,,,,,,
237,6,TCU,Gonzaga,0,2023,,,,,,,,,,,,,,,,0.838,18.99,71.9,119.5,0.337,0.323,0.602,54.0,50.7,10.0,9.3,0.582,13.0,31.4,0.233
238,2,UCLA,Northwestern,1,2023,0.838,22.11,67.2,110.3,0.274,0.29,0.54,52.2,52.1,12.5,11.6,0.511,12.8,33.0,0.2,,,,,,,,,,,,,,,
239,7,Northwestern,UCLA,0,2023,,,,,,,,,,,,,,,,0.838,22.11,67.2,110.3,0.274,0.29,0.54,52.2,52.1,12.5,11.6,0.511,12.8,33.0,0.2
240,4,UConn,Arkansas,1,2023,0.795,22.95,68.4,114.9,0.308,0.417,0.573,56.7,63.2,9.2,12.7,0.539,15.8,38.4,0.234,0.611,15.99,70.2,105.1,0.393,0.277,0.545,51.7,48.1,11.9,13.1,0.509,15.8,30.7,0.274
